,type
15101,trojan
9841,benign
14094,trojan
3831,adware
8912,benign
5955,worm
6067,worm
2410,adware
1253,adware
12310,benign
188,adware
15326,trojan
10511,benign
2832,adware
2715,adware
17098,trojan
15622,trojan
10863,benign
16971,trojan
9857,benign
12021,benign
14435,trojan
11916,benign
15973,trojan
12492,benign
3642,adware
3000,adware
1267,adware
14944,trojan
416,adware
4114,adware
9662,benign
3874,adware
15102,trojan
12606,trojan
11512,benign
16456,trojan
11829,benign
5695,worm
9010,benign
9263,benign
13194,trojan
4728,worm
567,adware
1010,adware
7767,worm
9149,benign
15901,trojan
13304,trojan
9860,benign
10286,benign
6902,worm
160,adware
3635,adware
2224,adware
1198,adware
2852,adware
6353,worm
1743,adware
4540,worm
5033,worm
5250,worm
12340,benign
15755,trojan
3604,adware
5063,worm
4891,worm
14261,trojan
13923,trojan
1047,adware
11630,benign
1175,adware
2013,adware
2058,adware
16847,trojan
16264,trojan
7112,worm
11909,benign
10486,benign
16343,trojan
3287,adware
9028,benign
7203,worm
5210,worm
2961,adware
11520,benign
9785,benign
8844,benign
2996,adware
3857,adware
3171,adware
4432,worm
6970,worm
14644,trojan
13303,trojan
2343,adware
15066,trojan
11014,benign
9770,benign
7033,worm
987,adware
2303,adware
3486,adware
2508,adware
10117,benign
10535,benign
11821,benign
15904,trojan
14852,trojan
9340,benign
5046,worm
11776,benign
335,adware
7868,worm
11884,benign
10351,benign
468,adware
12840,trojan
8396,benign
525,adware
1004,adware
1926,adware
4252,worm
5389,worm
9310,benign
16916,trojan
9333,benign
17027,trojan
9893,benign
6146,worm
1257,adware
16543,trojan
290,adware
6600,worm
7354,worm
13700,trojan
2765,adware
14398,trojan
7243,worm
4791,worm
8352,benign
11846,benign
13140,trojan
8410,benign
13887,trojan
6755,worm
11491,benign
2194,adware
2743,adware
12916,trojan
9325,benign
15012,trojan
7011,worm
7322,worm
10845,benign
11780,benign
4973,worm
161,adware
12053,benign
10449,benign
13418,trojan
12865,trojan
1241,adware
4200,worm
16135,trojan
3518,adware
14193,trojan
15061,trojan
4752,worm
3121,adware
15421,trojan
